country_name_short,country_name,election_date,start_date,cabinet_name,caretaker,cabinet_party,prime_minister,seats,election_seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,cabinet_id,previous_cabinet_id,party_id
ITA,Italy,1976-06-20,1978-03-11,Andreotti IV,0,0,0,14,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,502,245,140,93
ITA,Italy,1976-06-20,1978-03-11,Andreotti IV,0,0,0,15,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,502,245,140,242
ITA,Italy,1976-06-20,1978-03-11,Andreotti IV,0,0,0,57,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,502,245,140,1475
ITA,Italy,1976-06-20,1978-03-11,Andreotti IV,0,0,0,4,630,R,Radicali,Radicals,3.9732,26,502,245,140,1296
ITA,Italy,1976-06-20,1978-03-11,Andreotti IV,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,502,245,140,1030
ITA,Italy,1976-06-20,1978-03-11,Andreotti IV,0,0,0,1,630,etc,diversi,others,,26,502,245,140,825
ITA,Italy,1976-06-20,1979-03-20,Andreotti V,0,1,1,262,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,502,638,245,1633
ITA,Italy,1976-06-20,1979-03-20,Andreotti V,0,0,0,6,630,DP,Democrazia Proletaria,Proletarian Democracy,0.5,26,502,638,245,1424
ITA,Italy,1976-06-20,1979-03-20,Andreotti V,0,0,0,35,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,502,638,245,831
ITA,Italy,1976-06-20,1979-03-20,Andreotti V,0,0,0,228,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,502,638,245,1088
ITA,Italy,1976-06-20,1979-03-20,Andreotti V,0,0,0,5,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,502,638,245,487
ITA,Italy,1976-06-20,1979-03-20,Andreotti V,0,1,0,14,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,502,638,245,93
ITA,Italy,1976-06-20,1979-03-20,Andreotti V,0,1,0,15,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,502,638,245,242
ITA,Italy,1976-06-20,1979-03-20,Andreotti V,0,0,0,57,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,502,638,245,1475
ITA,Italy,1976-06-20,1979-03-20,Andreotti V,0,0,0,4,630,R,Radicali,Radicals,3.9732,26,502,638,245,1296
ITA,Italy,1976-06-20,1979-03-20,Andreotti V,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,502,638,245,1030
ITA,Italy,1976-06-20,1979-03-20,Andreotti V,0,0,0,1,630,etc,diversi,others,,26,502,638,245,825
ITA,Italy,1979-06-03,1979-08-04,Cossiga I,0,1,1,262,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,604,578,638,1633
ITA,Italy,1979-06-03,1979-08-04,Cossiga I,0,0,0,1,630,LT,Lista per Trieste,List for Trieste,3.3,26,604,578,638,55
ITA,Italy,1979-06-03,1979-08-04,Cossiga I,0,0,0,30,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,604,578,638,831
ITA,Italy,1979-06-03,1979-08-04,Cossiga I,0,0,0,201,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,604,578,638,1088
ITA,Italy,1979-06-03,1979-08-04,Cossiga I,0,1,0,9,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,604,578,638,487
ITA,Italy,1979-06-03,1979-08-04,Cossiga I,0,0,0,16,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,604,578,638,93
ITA,Italy,1979-06-03,1979-08-04,Cossiga I,0,1,0,20,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,604,578,638,242
ITA,Italy,1979-06-03,1979-08-04,Cossiga I,0,0,0,62,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,604,578,638,1475
ITA,Italy,1979-06-03,1979-08-04,Cossiga I,0,0,0,6,630,PdUP,Partito di Unità Proletaria,Proletarian Unity Party,1.3833,26,604,578,638,968
ITA,Italy,1979-06-03,1979-08-04,Cossiga I,0,0,0,18,630,R,Radicali,Radicals,3.9732,26,604,578,638,1296
ITA,Italy,1979-06-03,1979-08-04,Cossiga I,0,0,0,4,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,604,578,638,1030
ITA,Italy,1979-06-03,1979-08-04,Cossiga I,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,604,578,638,974
ITA,Italy,1979-06-03,1980-04-04,Cossiga II,0,1,1,262,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,604,86,578,1633
ITA,Italy,1979-06-03,1980-04-04,Cossiga II,0,0,0,1,630,LT,Lista per Trieste,List for Trieste,3.3,26,604,86,578,55
ITA,Italy,1979-06-03,1980-04-04,Cossiga II,0,0,0,30,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,604,86,578,831
ITA,Italy,1979-06-03,1980-04-04,Cossiga II,0,0,0,201,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,604,86,578,1088
ITA,Italy,1979-06-03,1980-04-04,Cossiga II,0,0,0,9,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,604,86,578,487
ITA,Italy,1979-06-03,1980-04-04,Cossiga II,0,1,0,16,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,604,86,578,93
ITA,Italy,1979-06-03,1980-04-04,Cossiga II,0,0,0,20,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,604,86,578,242
ITA,Italy,1979-06-03,1980-04-04,Cossiga II,0,1,0,62,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,604,86,578,1475
ITA,Italy,1979-06-03,1980-04-04,Cossiga II,0,0,0,6,630,PdUP,Partito di Unità Proletaria,Proletarian Unity Party,1.3833,26,604,86,578,968
ITA,Italy,1979-06-03,1980-04-04,Cossiga II,0,0,0,18,630,R,Radicali,Radicals,3.9732,26,604,86,578,1296
ITA,Italy,1979-06-03,1980-04-04,Cossiga II,0,0,0,4,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,604,86,578,1030
ITA,Italy,1979-06-03,1980-04-04,Cossiga II,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,604,86,578,974
ITA,Italy,1979-06-03,1980-10-18,Forlani,0,1,1,262,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,604,464,86,1633
ITA,Italy,1979-06-03,1980-10-18,Forlani,0,0,0,1,630,LT,Lista per Trieste,List for Trieste,3.3,26,604,464,86,55
ITA,Italy,1979-06-03,1980-10-18,Forlani,0,0,0,30,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,604,464,86,831
ITA,Italy,1979-06-03,1980-10-18,Forlani,0,0,0,201,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,604,464,86,1088
ITA,Italy,1979-06-03,1980-10-18,Forlani,0,0,0,9,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,604,464,86,487
ITA,Italy,1979-06-03,1980-10-18,Forlani,0,1,0,16,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,604,464,86,93
ITA,Italy,1979-06-03,1980-10-18,Forlani,0,1,0,20,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,604,464,86,242
ITA,Italy,1979-06-03,1980-10-18,Forlani,0,1,0,62,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,604,464,86,1475
ITA,Italy,1979-06-03,1980-10-18,Forlani,0,0,0,6,630,PdUP,Partito di Unità Proletaria,Proletarian Unity Party,1.3833,26,604,464,86,968
ITA,Italy,1979-06-03,1980-10-18,Forlani,0,0,0,18,630,R,Radicali,Radicals,3.9732,26,604,464,86,1296
ITA,Italy,1979-06-03,1980-10-18,Forlani,0,0,0,4,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,604,464,86,1030
ITA,Italy,1979-06-03,1980-10-18,Forlani,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,604,464,86,974
ITA,Italy,1979-06-03,1981-06-28,Spadolini I,0,1,0,262,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,604,674,464,1633
ITA,Italy,1979-06-03,1981-06-28,Spadolini I,0,0,0,1,630,LT,Lista per Trieste,List for Trieste,3.3,26,604,674,464,55
ITA,Italy,1979-06-03,1981-06-28,Spadolini I,0,0,0,30,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,604,674,464,831
ITA,Italy,1979-06-03,1981-06-28,Spadolini I,0,0,0,201,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,604,674,464,1088
ITA,Italy,1979-06-03,1981-06-28,Spadolini I,0,1,0,9,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,604,674,464,487
ITA,Italy,1979-06-03,1981-06-28,Spadolini I,0,1,1,16,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,604,674,464,93
ITA,Italy,1979-06-03,1981-06-28,Spadolini I,0,1,0,20,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,604,674,464,242
ITA,Italy,1979-06-03,1981-06-28,Spadolini I,0,1,0,62,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,604,674,464,1475
ITA,Italy,1979-06-03,1981-06-28,Spadolini I,0,0,0,6,630,PdUP,Partito di Unità Proletaria,Proletarian Unity Party,1.3833,26,604,674,464,968
ITA,Italy,1979-06-03,1981-06-28,Spadolini I,0,0,0,18,630,R,Radicali,Radicals,3.9732,26,604,674,464,1296
ITA,Italy,1979-06-03,1981-06-28,Spadolini I,0,0,0,4,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,604,674,464,1030
ITA,Italy,1979-06-03,1981-06-28,Spadolini I,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,604,674,464,974
ITA,Italy,1979-06-03,1982-08-23,Spadolini II,0,1,0,262,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,604,84,674,1633
ITA,Italy,1979-06-03,1982-08-23,Spadolini II,0,0,0,1,630,LT,Lista per Trieste,List for Trieste,3.3,26,604,84,674,55
ITA,Italy,1979-06-03,1982-08-23,Spadolini II,0,0,0,30,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,604,84,674,831
ITA,Italy,1979-06-03,1982-08-23,Spadolini II,0,0,0,201,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,604,84,674,1088
ITA,Italy,1979-06-03,1982-08-23,Spadolini II,0,1,0,9,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,604,84,674,487
ITA,Italy,1979-06-03,1982-08-23,Spadolini II,0,1,1,16,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,604,84,674,93
ITA,Italy,1979-06-03,1982-08-23,Spadolini II,0,1,0,20,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,604,84,674,242
ITA,Italy,1979-06-03,1982-08-23,Spadolini II,0,1,0,62,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,604,84,674,1475
ITA,Italy,1979-06-03,1982-08-23,Spadolini II,0,0,0,6,630,PdUP,Partito di Unità Proletaria,Proletarian Unity Party,1.3833,26,604,84,674,968
ITA,Italy,1979-06-03,1982-08-23,Spadolini II,0,0,0,18,630,R,Radicali,Radicals,3.9732,26,604,84,674,1296
ITA,Italy,1979-06-03,1982-08-23,Spadolini II,0,0,0,4,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,604,84,674,1030
ITA,Italy,1979-06-03,1982-08-23,Spadolini II,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,604,84,674,974
ITA,Italy,1979-06-03,1982-12-01,Fanfani V,0,1,1,262,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,604,87,84,1633
ITA,Italy,1979-06-03,1982-12-01,Fanfani V,0,0,0,1,630,LT,Lista per Trieste,List for Trieste,3.3,26,604,87,84,55
ITA,Italy,1979-06-03,1982-12-01,Fanfani V,0,0,0,30,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,604,87,84,831
ITA,Italy,1979-06-03,1982-12-01,Fanfani V,0,0,0,201,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,604,87,84,1088
ITA,Italy,1979-06-03,1982-12-01,Fanfani V,0,1,0,9,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,604,87,84,487
ITA,Italy,1979-06-03,1982-12-01,Fanfani V,0,0,0,16,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,604,87,84,93
ITA,Italy,1979-06-03,1982-12-01,Fanfani V,0,1,0,20,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,604,87,84,242
ITA,Italy,1979-06-03,1982-12-01,Fanfani V,0,1,0,62,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,604,87,84,1475
ITA,Italy,1979-06-03,1982-12-01,Fanfani V,0,0,0,6,630,PdUP,Partito di Unità Proletaria,Proletarian Unity Party,1.3833,26,604,87,84,968
ITA,Italy,1979-06-03,1982-12-01,Fanfani V,0,0,0,18,630,R,Radicali,Radicals,3.9732,26,604,87,84,1296
ITA,Italy,1979-06-03,1982-12-01,Fanfani V,0,0,0,4,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,604,87,84,1030
ITA,Italy,1979-06-03,1982-12-01,Fanfani V,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,604,87,84,974
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,1,0,225,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,617,334,87,1633
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,0,0,7,630,DP,Democrazia Proletaria,Proletarian Democracy,0.5,26,617,334,87,1424
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,0,0,1,630,LV,Liga Veneta,Venetian League,,26,617,334,87,1080
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,0,0,42,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,617,334,87,831
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,0,0,198,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,617,334,87,1088
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,1,0,16,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,617,334,87,487
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,1,0,29,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,617,334,87,93
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,0,0,1,630,PSA,Partito Sardo d'Azione,Sardinian Action Party,4.2,26,617,334,87,335
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,1,0,23,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,617,334,87,242
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,1,1,73,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,617,334,87,1475
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,0,0,11,630,R,Radicali,Radicals,3.9732,26,617,334,87,1296
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,617,334,87,1030
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,617,334,87,974
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,1,0,225,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,617,293,334,1633
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,0,0,7,630,DP,Democrazia Proletaria,Proletarian Democracy,0.5,26,617,293,334,1424
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,0,0,1,630,LV,Liga Veneta,Venetian League,,26,617,293,334,1080
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,0,0,42,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,617,293,334,831
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,0,0,198,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,617,293,334,1088
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,1,0,16,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,617,293,334,487
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,1,0,29,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,617,293,334,93
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,0,0,1,630,PSA,Partito Sardo d'Azione,Sardinian Action Party,4.2,26,617,293,334,335
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,1,0,23,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,617,293,334,242
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,1,1,73,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,617,293,334,1475
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,0,0,11,630,R,Radicali,Radicals,3.9732,26,617,293,334,1296
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,617,293,334,1030
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,617,293,334,974
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,1,1,225,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,617,737,293,1633
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,0,0,7,630,DP,Democrazia Proletaria,Proletarian Democracy,0.5,26,617,737,293,1424
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,0,0,1,630,LV,Liga Veneta,Venetian League,,26,617,737,293,1080
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,0,0,42,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,617,737,293,831
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,0,0,198,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,617,737,293,1088
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,0,0,16,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,617,737,293,487
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,0,0,29,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,617,737,293,93
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,0,0,1,630,PSA,Partito Sardo d'Azione,Sardinian Action Party,4.2,26,617,737,293,335
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,0,0,23,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,617,737,293,242
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,0,0,73,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,617,737,293,1475
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,0,0,11,630,R,Radicali,Radicals,3.9732,26,617,737,293,1296
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,617,737,293,1030
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,617,737,293,974
ITA,Italy,1987-06-14,1987-07-28,Goria,0,1,1,234,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,17,756,737,1633
ITA,Italy,1987-06-14,1987-07-28,Goria,0,0,0,8,630,DP,Democrazia Proletaria,Proletarian Democracy,0.5,26,17,756,737,1424
ITA,Italy,1987-06-14,1987-07-28,Goria,0,0,0,13,630,FdLV,Federazione delle Liste Verdi,Green Lists,1.7778,26,17,756,737,1304
ITA,Italy,1987-06-14,1987-07-28,Goria,0,0,0,1,630,LL,Liga Lombarda,Lombard League,,26,17,756,737,1560
ITA,Italy,1987-06-14,1987-07-28,Goria,0,0,0,35,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,17,756,737,831
ITA,Italy,1987-06-14,1987-07-28,Goria,0,0,0,177,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,17,756,737,1088
ITA,Italy,1987-06-14,1987-07-28,Goria,0,1,0,11,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,17,756,737,487
ITA,Italy,1987-06-14,1987-07-28,Goria,0,1,0,21,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,17,756,737,93
ITA,Italy,1987-06-14,1987-07-28,Goria,0,0,0,2,630,PSA,Partito Sardo d'Azione,Sardinian Action Party,4.2,26,17,756,737,335
ITA,Italy,1987-06-14,1987-07-28,Goria,0,1,0,17,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,17,756,737,242
ITA,Italy,1987-06-14,1987-07-28,Goria,0,1,0,94,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,17,756,737,1475
ITA,Italy,1987-06-14,1987-07-28,Goria,0,0,0,13,630,R,Radicali,Radicals,3.9732,26,17,756,737,1296
ITA,Italy,1987-06-14,1987-07-28,Goria,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,17,756,737,1030
ITA,Italy,1987-06-14,1987-07-28,Goria,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,17,756,737,974
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,1,1,234,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,17,809,756,1633
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,0,0,8,630,DP,Democrazia Proletaria,Proletarian Democracy,0.5,26,17,809,756,1424
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,0,0,13,630,FdLV,Federazione delle Liste Verdi,Green Lists,1.7778,26,17,809,756,1304
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,0,0,1,630,LL,Liga Lombarda,Lombard League,,26,17,809,756,1560
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,0,0,35,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,17,809,756,831
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,0,0,177,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,17,809,756,1088
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,1,0,11,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,17,809,756,487
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,1,0,21,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,17,809,756,93
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,0,0,2,630,PSA,Partito Sardo d'Azione,Sardinian Action Party,4.2,26,17,809,756,335
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,1,0,17,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,17,809,756,242
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,1,0,94,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,17,809,756,1475
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,0,0,13,630,R,Radicali,Radicals,3.9732,26,17,809,756,1296
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,17,809,756,1030
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,17,809,756,974
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,1,1,234,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,17,460,809,1633
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,0,0,8,630,DP,Democrazia Proletaria,Proletarian Democracy,0.5,26,17,460,809,1424
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,0,0,13,630,FdLV,Federazione delle Liste Verdi,Green Lists,1.7778,26,17,460,809,1304
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,0,0,1,630,LL,Liga Lombarda,Lombard League,,26,17,460,809,1560
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,0,0,35,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,17,460,809,831
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,0,0,177,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,17,460,809,1088
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,1,0,11,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,17,460,809,487
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,1,0,21,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,17,460,809,93
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,0,0,2,630,PSA,Partito Sardo d'Azione,Sardinian Action Party,4.2,26,17,460,809,335
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,1,0,17,630,PSDI,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,4.6206,26,17,460,809,242
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,1,0,94,630,PSI,Partito Socialista Italiano,Italian Socialist Party,3.7722,26,17,460,809,1475
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,0,0,13,630,R,Radicali,Radicals,3.9732,26,17,460,809,1296
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,0,0,3,630,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,5.4,26,17,460,809,1030
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,0,0,1,630,UV,Union Valdôtaine,Valdotanian Union,,26,17,460,809,974
ITA,Italy,1987-06-14,1991-04-13,Andreotti VII,0,1,1,234,630,DC,Democrazia Cristiana,Christian Democrats,5.6611,26,17,202,460,1633
ITA,Italy,1987-06-14,1991-04-13,Andreotti VII,0,0,0,8,630,DP,Democrazia Proletaria,Proletarian Democracy,0.5,26,17,202,460,1424
ITA,Italy,1987-06-14,1991-04-13,Andreotti VII,0,0,0,13,630,FdLV,Federazione delle Liste Verdi,Green Lists,1.7778,26,17,202,460,1304
ITA,Italy,1987-06-14,1991-04-13,Andreotti VII,0,0,0,1,630,LL,Liga Lombarda,Lombard League,,26,17,202,460,1560
ITA,Italy,1987-06-14,1991-04-13,Andreotti VII,0,0,0,35,630,MSI,Movimento Sociale Italiano,Italian Social Movement,9.1778,26,17,202,460,831
ITA,Italy,1987-06-14,1991-04-13,Andreotti VII,0,0,0,177,630,PCI,Partito Comunista Italiano,Communist Party,1.6,26,17,202,460,1088
ITA,Italy,1987-06-14,1991-04-13,Andreotti VII,0,1,0,11,630,PLI,Partito Liberale Italiano,Italian Liberal Party,6.45,26,17,202,460,487
ITA,Italy,1987-06-14,1991-04-13,Andreotti VII,0,0,0,21,630,PRI,Partito Repubblicano Italiano,Republican Party,4.9704,26,17,202,460,93
ITA,Italy,1987-06-14,1991-04-13,Andreotti VII,0,0,0,2,630,PSA,Partito Sardo d'Azione,Sardinian Action Party,4.2,26,17,202,460,335
